disease,f1,rouge1,rouge2,rougeL,bleu4
呆小病的西医治疗方法有哪些。,0.0488997555012224,0.0396039554553481,0.0,0.0396039554553481,0.0032346306575183
结核性关节炎的西医治疗方法有哪些。,0.0477611940298507,0.0363636314694221,0.0,0.0363636314694221,0.0070955599147591
膝和小腿冻伤伴组织坏死的西医治疗方法有哪些。,0.2805970149253731,0.273556226008629,0.0739219663117864,0.2188449798080211,0.0314818564428849
葡萄胎的西医治疗方法有哪些。,0.3064066852367688,0.2994350234554247,0.0627306224697379,0.1920903906870632,0.0367490176386339
幻肢痛的西医治疗方法有哪些。,0.0294985250737463,0.017964066951129,0.0,0.017964066951129,0.0106634907073415
睑裂斑的西医治疗方法有哪些。,0.2735562310030395,0.2662538650277488,0.0569105641573307,0.2105263108481823,0.0227788875694349
大脑大静脉动脉瘤样畸形的西医治疗方法有哪些。,0.0404040404040404,0.0305343463680575,0.0,0.0305343463680575,0.0028356025285699
震颤型脑性瘫痪的西医治疗方法有哪些。,0.0326086956521739,0.0220385624977054,0.0,0.0220385624977054,0.0103888214848583
外耳道乳头状瘤的西医治疗方法有哪些。,0.1679012345679012,0.1604009980618213,0.0266222914803677,0.1102756847786133,0.0109277683606572
亚急性泛发性扁平苔藓的西医治疗方法有哪些。,0.0195599022004889,0.0099009850991349,0.0,0.0099009850991349,0.0061904463620411
腕和手水平的拇指伸肌和肌腱多发粘连的西医治疗方法有哪些。,0.0289017341040462,0.0233236103868295,0.0,0.0233236103868295,0.0055271017105491
后天牙列缺失IV类的西医治疗方法有哪些。,0.0468227424749163,0.0340136005867932,0.0,0.0340136005867932,0.0059451960553917
肾上腺恶性肿瘤的西医治疗方法有哪些。,0.0359550561797752,0.0274599496425081,0.0,0.0274599496425081,0.0071298135804217
地中海贫血伴其他血红蛋白病的西医治疗方法有哪些。,0.048780487804878,0.0396039554082939,0.0,0.0396039554082939,0.0091968985745079
非糖尿病引起的药物性胰岛素性昏迷的西医治疗方法有哪些。,0.0396600566572237,0.0287356272316364,0.0,0.0287356272316364,0.0098300750971249
踝关节离断伤的西医治疗方法有哪些。,0.0344827586206896,0.0249376510170966,0.0,0.0249376510170966,0.0032706666267678
脊髓炎后遗症的西医治疗方法有哪些。,0.2293577981651376,0.2227378144327389,0.0749625139968849,0.1902552158248503,0.0340982995167375
替身综合征的西医治疗方法有哪些。,0.0637813211845102,0.0552995344917075,0.0029154470236122,0.0460829446299565,0.002660265487659
持续性枕横位的西医治疗方法有哪些。,0.2486187845303867,0.2408963535811188,0.0622837320302083,0.1960784264102505,0.036165428009615
肠-子宫瘘的西医治疗方法有哪些。,0.0283687943262411,0.0191387510582416,0.0,0.0191387510582416,0.009423007879875
心肌脂肪变性的西医治疗方法有哪些。,0.0636604774535808,0.0537634358638286,0.0034542265856571,0.0537634358638286,0.0124001323160023
视觉刺激诱发的反射性癫痫痉挛的西医治疗方法有哪些。,0.0273972602739726,0.0198019756812871,0.0,0.0198019756812871,0.00514868430098
先天性气管畸形的西医治疗方法有哪些。,0.2450980392156862,0.2382133950160398,0.0538827210677092,0.203473940921747,0.0261922452505685
肾上腺髓质恶性肿瘤的西医治疗方法有哪些。,0.1663019693654267,0.1592920305877517,0.0236686340980718,0.1194690217381942,0.0114351582337332
结膜鳞状细胞癌的西医治疗方法有哪些。,0.0338983050847457,0.0245097990524086,0.0,0.0245097990524086,0.0077764235202867
带状疱疹性虹膜睫状体炎的西医治疗方法有哪些。,0.0594795539033457,0.0454545404648765,0.0,0.0454545404648765,0.0169263006979671
感染导致的糖尿病的西医治疗方法有哪些。,0.3116883116883117,0.3052631529396122,0.0651465748064704,0.2315789424132965,0.0267623779760329
头风病的西医治疗方法有哪些。,0.2070484581497797,0.2008928525259089,0.0444444395654326,0.1607142810973375,0.0174018645817011
顶泌汗腺痣的西医治疗方法有哪些。,0.0374331550802139,0.0271002660159673,0.0,0.0271002660159673,0.00902677943612
盆腔肾的西医治疗方法有哪些。,0.0685714285714285,0.0579710094938042,0.0066777913283445,0.0579710094938042,0.0058639343301376
肱骨头骨折的西医治疗方法有哪些。,0.2290502793296089,0.2209631680944395,0.0370370321413586,0.1586402219188021,0.0205503502407156
原发性关节病的西医治疗方法有哪些。,0.0465116279069767,0.037735844143824,0.0,0.037735844143824,0.0065018289852243
锁骨下动脉闭塞的西医治疗方法有哪些。,0.0553359683794466,0.0398406328502727,0.0,0.0398406328502727,0.007308798129051
胸腔积液的西医治疗方法有哪些。,0.0376175548589341,0.0254777020795985,0.0,0.0254777020795985,0.0103888214848583
圆锥角膜的西医治疗方法有哪些。,0.0492813141683778,0.0414937711846392,0.0,0.0373443935912783,0.0053499784752585
子宫颈难产的西医治疗方法有哪些。,0.0422832980972515,0.0341880296483496,0.0,0.0341880296483496,0.0054587473215127
液化性脂膜炎的西医治疗方法有哪些。,0.0373831775700934,0.028436014446554,0.0,0.028436014446554,0.0061303042866901
胎传梅毒性天疱疮的西医治疗方法有哪些。,0.0808510638297872,0.0731182750039082,0.0029239718956336,0.0559139739286395,0.0075780721794824
碱烧伤的西医治疗方法有哪些。,0.0497237569060773,0.039215681307504,0.0,0.039215681307504,0.0130607639661235
胸壁窦道的西医治疗方法有哪些。,0.2422802850356294,0.2355769182527044,0.0388059652435292,0.1874999951757813,0.0158724721659008
盯貯栓塞的西医治疗方法有哪些。,0.0575079872204472,0.0454545404564434,0.0,0.0454545404564434,0.0041736585219262
盆腔腹膜炎的西医治疗方法有哪些。,0.2298136645962732,0.2208201842804686,0.0435729797975143,0.1703469981605948,0.0205330574884871
会阴部皮肤软组织缺损并感染的西医治疗方法有哪些。,0.0395604395604395,0.0311111067120006,0.0,0.0311111067120006,0.0075599033155729
男性乳腺囊性增生病的西医治疗方法有哪些。,0.1560693641618497,0.1520467786642045,0.0271844610198896,0.140350872231456,0.0178715730458622
房室交界区性逸搏的西医治疗方法有哪些。,0.0364741641337386,0.0246913530437443,0.0,0.0246913530437443,0.0120065840011767
库欣综合征伴肾结石的西医治疗方法有哪些。,0.0368663594470046,0.0279720229840098,0.0029498475117339,0.0279720229840098,0.0085608473527028
肱骨髁间骨折的西医治疗方法有哪些。,0.2463054187192118,0.2399999951125001,0.0542264702965189,0.1549999951125001,0.0306775855573949
自身免疫性肝硬化的西医治疗方法有哪些。,0.2191780821917808,0.2129629582308814,0.0280373782513765,0.1574074026753259,0.012651834351773
结、直肠黑变病的西医治疗方法有哪些。,0.0541666666666666,0.046315784718006,0.0,0.046315784718006,0.0077478586510164
β-萘胺所致职业性膀胱癌的西医治疗方法有哪些。,0.1360544217687075,0.1278538764991349,0.0118870678843724,0.1095890363164865,0.007887420291193
椎动脉栓塞的西医治疗方法有哪些。,0.2313253012048192,0.225490191280397,0.0619902071426864,0.2009803873588284,0.0246870022686519
股深动脉瘤的西医治疗方法有哪些。,0.0402298850574712,0.029154514044319,0.0,0.029154514044319,0.0093546951701448
覆合覆盖关系异常的西医治疗方法有哪些。,0.0439024390243902,0.0345678966377082,0.0,0.0345678966377082,0.0080003111647915
孔源性视网膜脱离(巨大裂孔)的西医治疗方法有哪些。,0.0446096654275093,0.0303030253960063,0.0,0.0303030253960063,0.0120080656056989
输血时Rh因子引起的反应的西医治疗方法有哪些。,0.0275482093663911,0.0168067176909994,0.0,0.0168067176909994,0.0048503220696203
输尿管乳头状癌的西医治疗方法有哪些。,0.0720338983050847,0.0642398240294562,0.0056179725944131,0.0556745135369509,0.0081106597468986
盲肠良性肿瘤的西医治疗方法有哪些。,0.0505263157894736,0.0425531869204169,0.0057061291859847,0.0425531869204169,0.0060329315531267
视网膜动脉炎伴多发性瘤样动脉扩张的西医治疗方法有哪些。,0.2242990654205607,0.2180094738526763,0.047543576690937,0.1753554454166574,0.0137104052780558
肘关节滑囊炎的西医治疗方法有哪些。,0.0395061728395061,0.0300751832777439,0.0,0.0300751832777439,0.0064413401367478
丘脑出血的西医治疗方法有哪些。,0.0260869565217391,0.0176211405072885,0.0,0.0176211405072885,0.0032095520279316
黏液性黑素瘤的西医治疗方法有哪些。,0.050251256281407,0.0406091321796496,0.0,0.03553299004767,0.00359703458415
胫骨平台伴腓骨骨折的西医治疗方法有哪些。,0.2206235011990407,0.2135922282275663,0.0579710095378867,0.165048538907178,0.0198156935334691
裂头蚴病的西医治疗方法有哪些。,0.0434782608695652,0.0295202902084675,0.0,0.0295202902084675,0.0126449021429068
尺神经损伤后遗症的西医治疗方法有哪些。,0.2576112412177986,0.2517814680443013,0.0646153797973494,0.1805225606808809,0.0204484753125541
大脑前动脉闭塞综合征的西医治疗方法有哪些。,0.0765765765765765,0.0680272060701048,0.0,0.0634920586778146,0.0090619938524501
1型糖尿病痛性神经病变的西医治疗方法有哪些。,0.273972602739726,0.2678983785218333,0.0375586804857949,0.1893764385680228,0.022455965506575
囊肿性肾发育不良的西医治疗方法有哪些。,0.0221238938053097,0.0134529102769023,0.0,0.0134529102769023,0.002683063544375
声带小结的西医治疗方法有哪些。,0.0624999999999999,0.0478087599980957,0.0,0.0478087599980957,0.0126852120037553
中枢神经病变引起性早熟的西医治疗方法有哪些。,0.0462046204620462,0.0335570421440482,0.0,0.0335570421440482,0.0126016080223071
面神经损伤的西医治疗方法有哪些。,0.0333333333333333,0.0240963808383228,0.0,0.0240963808383228,0.006597477981735
硬脊膜外脓肿的西医治疗方法有哪些。,0.1173814898419864,0.1098398123427364,0.0192925997477291,0.0869565171482284,0.009794998902686
颌骨交界性肿瘤的西医治疗方法有哪些。,0.1128668171557562,0.1050228261929486,0.012195116957914,0.0867579860103003,0.0100142570584981
天冬氨酰葡萄糖胺尿症的西医治疗方法有哪些。,0.36,0.354430374927095,0.0658978533880133,0.2582278432815255,0.0263596670937448
恶性纤维组织细胞瘤的西医治疗方法有哪些。,0.0268817204301075,0.0163934376253411,0.0,0.0163934376253411,0.0053514986993026
莫顿跖痛症的西医治疗方法有哪些。,0.3346007604562738,0.3255813903515414,0.079365074379077,0.2248061965530918,0.0545410167157706
库欣综合征伴性腺功能减退症的西医治疗方法有哪些。,0.0692640692640692,0.0614035039415977,0.0027739201422062,0.0526315741170364,0.0071997873186601
颧眶复合体骨折的西医治疗方法有哪些。,0.0970873786407767,0.0886699461059479,0.0,0.0541871874852584,0.0084428605401482
硬腭脓肿的西医治疗方法有哪些。,0.03584229390681,0.0218978053990633,0.0,0.0218978053990633,0.0113607920239243
遗传性凝血因子X缺陷症的西医治疗方法有哪些。,0.0514469453376205,0.0392156815361618,0.0,0.0392156815361618,0.0113114674399612
急性坏死性乳突炎的西医治疗方法有哪些。,0.3061224489795918,0.2997415973559282,0.070546732456414,0.1963824242293132,0.0268537125272867
肌阵挛-猝倒发作的癫痫的西医治疗方法有哪些。,0.060759493670886,0.0512820464719268,0.0,0.0512820464719268,0.0077146369154897
倒向型内眦赘皮的西医治疗方法有哪些。,0.034090909090909,0.0230547500465922,0.0,0.0230547500465922,0.0098155435740419
肢体无力的西医治疗方法有哪些。,0.2425742574257425,0.2355889676798513,0.0607082581868856,0.1654135290833601,0.0168163233748159
肺门淋巴结肿大的西医治疗方法有哪些。,0.0318302387267904,0.0215053718302703,0.0,0.0215053718302703,0.0052202413597092
酒精性小脑共济失调的西医治疗方法有哪些。,0.0806045340050377,0.0710659848849497,0.0,0.06598984275297,0.0047888348786684
石棉肺的西医治疗方法有哪些。,0.2079646017699115,0.2013422773352552,0.0466562938207135,0.1521252750981188,0.0147809353253572
喉挫伤的西医治疗方法有哪些。,0.0629539951573849,0.0539215639649417,0.0068143052172458,0.049019603180628,0.0095201228806333
膝关节半月板桶柄状撕裂的西医治疗方法有哪些。,0.1125319693094629,0.1030927786328251,0.0065146529880991,0.1030927786328251,0.0059195718043225
避孕药药物反应的西医治疗方法有哪些。,0.0353535353535353,0.0255754428532004,0.0,0.0255754428532004,0.0084051653967998
肾上腺皮质萎缩的西医治疗方法有哪些。,0.0394736842105263,0.0267558479882784,0.0,0.0267558479882784,0.013640739056091
高丙种球蛋白血症的西医治疗方法有哪些。,0.0394736842105263,0.0267558478442084,0.0,0.0267558478442084,0.0113199159548239
妊娠水肿的西医治疗方法有哪些。,0.2583979328165374,0.2513088958800472,0.0382608647134372,0.225130885408843,0.015585771450255
肺部结节的西医治疗方法有哪些。,0.0380047505938242,0.0288461491014477,0.0,0.0288461491014477,0.0066334212019045
掌浅动静脉弓损伤的西医治疗方法有哪些。,0.0416666666666666,0.0282685462697757,0.0,0.0282685462697757,0.0144721867934706
疱疹病毒性睑皮炎的西医治疗方法有哪些。,0.0335195530726257,0.0226628846311272,0.0,0.0226628846311272,0.0069671257467312
肩胛骨颈和肩关节盂骨折的西医治疗方法有哪些。,0.0333333333333333,0.0252631536047874,0.0,0.0252631536047874,0.0076908382838205
眼部带状疱疹的西医治疗方法有哪些。,0.1698630136986301,0.1611111062154322,0.030075182981868,0.1277777728820989,0.0183294639858173
劈裂压缩关节内骨折的西医治疗方法有哪些。,0.0461538461538461,0.0363636314446287,0.0,0.0363636314446287,0.0103170206077239
舟骨结核的西医治疗方法有哪些。,0.0416666666666666,0.0316622642128647,0.0,0.0316622642128647,0.0097324378360489
骶髂关节分离的西医治疗方法有哪些。,0.0448717948717948,0.0325732849532628,0.0,0.0325732849532628,0.0154671152662252
伴亚二倍体的B淋巴母细胞白血病/淋巴瘤的西医治疗方法有哪些。,0.0494505494505494,0.0389972094893745,0.0,0.0389972094893745,0.0099471153470796
先天性角膜内皮营养不良的西医治疗方法有哪些。,0.0163487738419618,0.0055248570347406,0.0,0.0055248570347406,0.0028076860288547
梦游的西医治疗方法有哪些。,0.034313725490196,0.0248138911210594,0.0,0.0248138911210594,0.0062742553795011
先天性肺动脉瓣闭锁的西医治疗方法有哪些。,0.0406976744186046,0.0294985200894535,0.0,0.0294985200894535,0.0084150580404398
急性色素上皮炎的西医治疗方法有哪些。,0.0522875816993464,0.0398671047273214,0.0,0.0398671047273214,0.0145142919347176
颅底化脓性脑膜炎的西医治疗方法有哪些。,0.0535714285714285,0.0451467221876294,0.0,0.0451467221876294,0.0029639275833033
已知病毒的急性上呼吸道感染性流行性感冒的西医治疗方法有哪些。,0.0432432432432432,0.032876707333309,0.0,0.032876707333309,0.011037782743708
结肠脾曲综合征的西医治疗方法有哪些。,0.0094786729857819,0.0,0.0,0.0,0.0028067164194934
锁骨下动脉血栓形成的西医治疗方法有哪些。,0.0351648351648351,0.0266666618578774,0.0,0.0266666618578774,0.0069025270169518
晚期胎传梅毒性骨软骨病的西医治疗方法有哪些。,0.0238805970149253,0.0181818131834724,0.0,0.0181818131834724,0.0039197969855847
流产后子宫韧带血肿的西医治疗方法有哪些。,0.0301724137931034,0.0217864880686923,0.0,0.0217864880686923,0.0054113609899341
胃十二指肠溃疡伴出血的西医治疗方法有哪些。,0.2207207207207207,0.2141230019875364,0.0452616640773519,0.1548974894590627,0.0113952803288794
腹股沟恶性肿瘤的西医治疗方法有哪些。,0.0364583333333333,0.0263852192747205,0.0,0.0263852192747205,0.009484002261775
颞浅动脉假性动脉瘤的西医治疗方法有哪些。,0.2338308457711442,0.2278480965196604,0.0459363909157942,0.1873417674057363,0.0375016226560708
踝挤压伤的西医治疗方法有哪些。,0.0679012345679012,0.0564263273061393,0.0,0.0438871423531614,0.01220016370368
硬膜外恶性肿瘤的西医治疗方法有哪些。,0.163265306122449,0.1559632978668674,0.0447093839719622,0.1192660501604454,0.0215093604773939
慢性结肠炎的西医治疗方法有哪些。,0.2024691358024691,0.1949999952311251,0.0203389781887974,0.1399999952311251,0.0143060204860407
膝关节骨坏死的西医治疗方法有哪些。,0.0426666666666666,0.0324324275097158,0.0,0.0324324275097158,0.0094357184716137
先天性睑内翻的西医治疗方法有哪些。,0.0332225913621262,0.0202702655188561,0.0,0.0202702655188561,0.012234216591461
新生儿胃肠气胀的西医治疗方法有哪些。,0.0482573726541555,0.0379403744305644,0.003521121771047,0.0379403744305644,0.0044301772891356
胰岛细胞类癌的西医治疗方法有哪些。,0.0473372781065088,0.0360360310490677,0.0,0.0360360310490677,0.0119811216139237
幽门狭窄的西医治疗方法有哪些。,0.0369230769230769,0.025078364980691,0.0,0.025078364980691,0.0083151226029376
臀大肌瘫痪步态的西医治疗方法有哪些。,0.0097799511002444,0.0,0.0,0.0,0.0028437546045888
毛痣的西医治疗方法有哪些。,0.2428940568475452,0.2356020894712317,0.0455284504717567,0.1780104664345825,0.0186372757507862
衣原体病的西医治疗方法有哪些。,0.037037037037037,0.0227272678420579,0.0,0.0227272678420579,0.0035595674151019
先天性脑萎缩的西医治疗方法有哪些。,0.023391812865497,0.011869431462813,0.0,0.011869431462813,0.0085021118997431
风湿性主动脉瓣狭窄(重度)的西医治疗方法有哪些。,0.0306122448979591,0.0207253836988924,0.0,0.0207253836988924,0.0243052448483421
李斯特菌脑膜炎的西医治疗方法有哪些。,0.0422535211267605,0.0287769735207813,0.0,0.0287769735207813,0.0133355852421552
前列腺子宫内膜样癌的西医治疗方法有哪些。,0.0340632603406325,0.0245700195920299,0.0,0.0245700195920299,0.0061294889414392
狼疮性肾炎I 型(轻微系膜性)的西医治疗方法有哪些。,0.1730769230769231,0.1654501168683587,0.0130932847388727,0.1167883163817407,0.0072382322534479
癫痫的西医治疗方法有哪些。,0.0131578947368421,0.0,0.0,0.0,0.0041462493822219
老年性耳聋的西医治疗方法有哪些。,0.0267558528428093,0.0136054373455521,0.0,0.0136054373455521,0.0091773079971874
下后壁再发心肌梗死的西医治疗方法有哪些。,0.0883002207505518,0.0803571379145411,0.0029239716154201,0.066964280771684,0.0110043522022952
肾母细胞瘤的西医治疗方法有哪些。,0.0484848484848484,0.0370370320858107,0.0,0.030864192579638,0.0122458654921128
骺板损伤的西医治疗方法有哪些。,0.0410557184750733,0.0297618998017652,0.0,0.0297618998017652,0.0108577885280204
皮下组织囊虫病的西医治疗方法有哪些。,0.0380434782608695,0.0275482044729801,0.0,0.0275482044729801,0.0083921014963135
复发性淋巴细胞性脑膜炎的西医治疗方法有哪些。,0.0363636363636363,0.0186046471805308,0.0,0.0186046471805308,0.0046060908629616
骶骨结核的西医治疗方法有哪些。,0.0871559633027522,0.0790697625669013,0.0121212071546852,0.069767436985506,0.0161878835701117
鱼胆中毒的西医治疗方法有哪些。,0.0340632603406326,0.0344827540149002,0.0,0.0344827540149002,0.0027853174336136
婴儿期白内障的西医治疗方法有哪些。,0.0346820809248554,0.0234604055985081,0.0,0.0234604055985081,0.0097795136225278
角膜穿通伤伴晶状体嵌顿的西医治疗方法有哪些。,0.1336633663366336,0.1259445796455787,0.0102915902714144,0.0806045292677451,0.0058019065424479
滑车神经良性肿瘤的西医治疗方法有哪些。,0.04375,0.0317460267485016,0.0,0.0317460267485016,0.0124786414167887
纵隔先天性囊肿的西医治疗方法有哪些。,0.3657142857142856,0.3594202848772947,0.0790377957133244,0.2782608645874397,0.0246467107253716
产科手术或操作后心脏停搏的西医治疗方法有哪些。,0.0363636363636363,0.0246153796498944,0.0,0.0246153796498944,0.0097815679018654
骶骨发育不全的西医治疗方法有哪些。,0.0757097791798107,0.0641025591372867,0.0,0.0641025591372867,0.0036561527262877
先天性髋关节半脱位的西医治疗方法有哪些。,0.036697247706422,0.0248447154986314,0.0,0.0248447154986314,0.0090555291207675
慢性肝炎的西医治疗方法有哪些。,0.0336134453781512,0.022727267863024,0.0,0.022727267863024,0.0056574827395823
屏气发作的西医治疗方法有哪些。,0.046979865771812,0.0341296879614213,0.0,0.0341296879614213,0.0142475581178524
急性脓胸的西医治疗方法有哪些。,0.1805555555555555,0.1733021029172541,0.0254371969679592,0.1498828991701815,0.0130504045419399
流行性腮腺炎性脑炎的西医治疗方法有哪些。,0.0383693045563549,0.0291262090598791,0.0,0.0291262090598791,0.006996864581355
淋巴管畸形骨肥大综合征的西医治疗方法有哪些。,0.0280112044817927,0.028328606899021,0.0,0.028328606899021,0.0069746108744701
踝骨关节病的西医治疗方法有哪些。,0.0847058823529411,0.0763723103379454,0.0,0.0668257709584706,0.0078641614236606
结缔组织增生性黑素瘤的西医治疗方法有哪些。,0.2740384615384615,0.2676398977417846,0.0437317734566385,0.1751824768172105,0.0153042717158032
丙型流行性感冒的西医治疗方法有哪些。,0.0352422907488986,0.026726053069182,0.0,0.026726053069182,0.0058511277710163
妊娠合并脑血管栓塞的西医治疗方法有哪些。,0.32,0.3124999951220704,0.076923072248357,0.2187499951220704,0.0254193735830366
强直性肌营养不良症的西医治疗方法有哪些。,0.0311688311688311,0.0211081744273582,0.0,0.0211081744273582,0.0093562566586057
播散性盘状红斑狼疮的西医治疗方法有哪些。,0.1581196581196581,0.1511879001361206,0.0202898500892681,0.1295896279978916,0.0137343007987747
心脏传导系统退行性变的西医治疗方法有哪些。,0.0413793103448275,0.0280701705056333,0.0,0.0280701705056333,0.0136509814779206
血胸的西医治疗方法有哪些。,0.2222222222222222,0.2159827166801171,0.0343839492342024,0.1857451356865966,0.0164406657904228
缺血性脑水肿的西医治疗方法有哪些。,0.2572815533980582,0.2512315222101969,0.0603174553864453,0.2315270887126599,0.0246669477124004
先天性腔静脉狭窄的西医治疗方法有哪些。,0.2236842105263158,0.2172948957244065,0.0459418023483561,0.1685144079195285,0.0136894287531033
麻疹并发支气管炎的西医治疗方法有哪些。,0.031413612565445,0.0212201542576121,0.0,0.0212201542576121,0.0067865279980615
倒Y型内斜视的西医治疗方法有哪些。,0.0606060606060606,0.0530612198749691,0.0,0.0489795872219079,0.0062437581466079
白内障的西医治疗方法有哪些。,0.1731601731601731,0.1746724845910643,0.0389221509613114,0.1266375500932478,0.0125574939618326
釉质-牙本质折断(简单冠折)的西医治疗方法有哪些。,0.0392156862745097,0.0265780680990285,0.0,0.0265780680990285,0.0114239524601783
慢性羊水过多的西医治疗方法有哪些。,0.219298245614035,0.2128603055988909,0.0244648268409421,0.1685144075944564,0.0143393182194209
肩袖肌腱损伤的西医治疗方法有哪些。,0.1368653421633554,0.1294642809535437,0.0086830630930263,0.1071428523821151,0.010204281431027
播散性毛霉病的西医治疗方法有哪些。,0.2163461538461538,0.209245737585025,0.0645161243407391,0.1751824772443924,0.025406600091869
乳糖不耐受的西医治疗方法有哪些。,0.03125,0.0225733588420842,0.0,0.0225733588420842,0.0054775100752464
先天性腹裂的西医治疗方法有哪些。,0.0879120879120879,0.0779944239693984,0.0038609989523176,0.0724233933287299,0.0076718785911028
胆囊占位性病变的西医治疗方法有哪些。,0.0952380952380952,0.0848484798844814,0.0038834902068872,0.0727272677632693,0.0119735286487981
颌骨发育不足的西医治疗方法有哪些。,0.2793650793650793,0.2718446551984165,0.0356347389449463,0.2330097037421058,0.0240073796006753
菌血症的西医治疗方法有哪些。,0.0300751879699248,0.0203045636682224,0.0,0.0203045636682224,0.0032467563585165
顶叶脑膜瘤的西医治疗方法有哪些。,0.0695187165775401,0.0596205912870796,0.0,0.0542005370865377,0.0075068389974548
中毒性脑病的西医治疗方法有哪些。,0.0529801324503311,0.0404040354045511,0.0,0.0404040354045511,0.0145103522503707
自身免疫性甲状旁腺功能减退症的西医治疗方法有哪些。,0.108235294117647,0.100238658690256,0.0,0.0906921193107811,0.0096969396525823
非毒性单结节性甲状腺肿的西医治疗方法有哪些。,0.2510822510822511,0.2450765816872478,0.0510638248705401,0.1838074350789327,0.0155491415296706
丛状血管瘤的西医治疗方法有哪些。,0.1312217194570136,0.1235697892221252,0.0324909697371275,0.114416471144322,0.012507492356987
流产后腹痛的西医治疗方法有哪些。,0.0355029585798816,0.0240240190370561,0.0,0.0240240190370561,0.0086598670291302
输卵管妊娠的西医治疗方法有哪些。,0.0301507537688442,0.0203562292171537,0.0,0.0203562292171537,0.0059401415203586
多发创伤的西医治疗方法有哪些。,0.2557544757033248,0.2487046584964697,0.0361247899363953,0.186528492693361,0.0150912093196979
黑点癣的西医治疗方法有哪些。,0.0526315789473684,0.0401337743179612,0.0,0.0401337743179612,0.0134452230331611
新生儿淋球菌性眼炎的西医治疗方法有哪些。,0.0258064516129032,0.0173912999989613,0.0,0.0173912999989613,0.0047009090133318
海绵窦区硬脑膜动静脉瘘的西医治疗方法有哪些。,0.0334261838440111,0.0225988650973549,0.0,0.0225988650973549,0.0097141532513826
手术后声带粘连的西医治疗方法有哪些。,0.1593830334190231,0.151041661842448,0.027444248862659,0.1406249951757814,0.0130734606185231
静脉曲张破裂的西医治疗方法有哪些。,0.036697247706422,0.0279069719831268,0.0,0.0279069719831268,0.0035207137436574
颅骨锁骨发育不全的西医治疗方法有哪些。,0.0441176470588235,0.0346534604799781,0.0,0.0346534604799781,0.0031995828479237
成牙本质细胞层空泡性变的西医治疗方法有哪些。,0.0418848167539267,0.0315789425380893,0.0034423359198554,0.0315789425380893,0.0030273213649114
主动吸烟的西医治疗方法有哪些。,0.0656565656565656,0.0564102514114402,0.0028901684124597,0.0564102514114402,0.0060018167271691
足和踝后天性缺失的西医治疗方法有哪些。,0.0327868852459016,0.0236966777020966,0.0,0.0236966777020966,0.0076852596214586
神经系统副肿瘤综合征的西医治疗方法有哪些。,0.0510204081632653,0.0411311004487155,0.0,0.0411311004487155,0.0081027559506798
趾甲内嵌的西医治疗方法有哪些。,0.0342465753424657,0.0209059183498658,0.0,0.0209059183498658,0.0045621544080005
胸主动脉瘤的西医治疗方法有哪些。,0.0402684563758389,0.0273037492793169,0.0,0.0273037492793169,0.0105113511639194
先天性唇腭裂的西医治疗方法有哪些。,0.0404858299595141,0.0327198319294421,0.0,0.0327198319294421,0.0069822819560548
颌下淋巴结肿大的西医治疗方法有哪些。,0.029585798816568,0.0180722842366467,0.0,0.0180722842366467,0.007321780445195
急性精神分裂样精神病性障碍的西医治疗方法有哪些。,0.074074074074074,0.06607929045848,0.0060150327093261,0.0572687177712554,0.003968194590609
少弱精子症的西医治疗方法有哪些。,0.0160320641282565,0.0080971611578648,0.0,0.0080971611578648,0.0024639767109009
糖尿病性心肌病的西医治疗方法有哪些。,0.1571428571428571,0.1504854318936753,0.0144927486454123,0.13106795616552,0.0064758011241875
跟骨滑囊炎的西医治疗方法有哪些。,0.2119815668202764,0.2051282004751116,0.0646153797483554,0.1818181771650883,0.0146201627468081
头部良性肿瘤的西医治疗方法有哪些。,0.3608247422680412,0.3560209374352403,0.1141045908850944,0.3089005185870727,0.0671189333229399
牙面功能异常的西医治疗方法有哪些。,0.0474308300395256,0.0399201549722915,0.0026281159682438,0.0399201549722915,0.0071331117465667
二尖瓣关闭不全伴主动脉瓣狭窄的西医治疗方法有哪些。,0.020703933747412,0.0125786116229597,0.0,0.0125786116229597,0.0046254206503664
淋球菌性宫颈炎的西医治疗方法有哪些。,0.1813333333333333,0.1729729682067203,0.0353356841139239,0.1567567519905041,0.0174196636211402
脑栓塞的西医治疗方法有哪些。,0.0852017937219731,0.077272722530992,0.0,0.0681818134400829,0.0079147600018486
视网膜型偏头痛的西医治疗方法有哪些。,0.0227272727272727,0.0137930985969101,0.0,0.0137930985969101,0.0029713523374232
喉结核的西医治疗方法有哪些。,0.2168674698795181,0.2097560930792386,0.0824742220535896,0.1658536540548484,0.0355023842128586
妊娠期体重增加过低的西医治疗方法有哪些。,0.0414507772020725,0.0314136077739104,0.0,0.0314136077739104,0.0085669184940599
干燥综合征合并肌病的西医治疗方法有哪些。,0.0409356725146198,0.0297618999213443,0.0,0.0297618999213443,0.0120141728411901
分流性高胆红素血症综合征的西医治疗方法有哪些。,0.1202672605790646,0.1126126080025973,0.0092735654770945,0.0720720674620569,0.0047323773226488
银屑病的西医治疗方法有哪些。,0.2009132420091324,0.1939953761116653,0.0240963805433037,0.1524249373125892,0.0210357034249886
日本脑炎的西医治疗方法有哪些。,0.0546075085324232,0.0416666616958435,0.004705877552946,0.0416666616958435,0.0151754233948326
